類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,私人住宅大樓,WVA03267,社新里,臺北市士林區延平北路六段211號,"25.089115,121.505681",B03,1315,士林分局,
一般住宅,公寓,WVA01813,社新里,臺北市士林區社子街22巷47弄9號,"25.086931,121.506097",B01,178,士林分局,
一般住宅,公寓,WVA01827,社新里,臺北市士林區社子街113號,"25.088016,121.505366",B01,58,士林分局,
一般住宅,公寓,WVA01829,社新里,臺北市士林區社子街95號,"25.087653,121.505871",B01,68,士林分局,
一般住宅,公寓,WVA01830,社新里,臺北市士林區社子街89號,"25.0876,121.506078",B01,55,士林分局,
一般住宅,公寓,WVA01947,社新里,臺北市士林區社子街22巷67號,"25.086559,121.505691",B01,112,士林分局,
一般住宅,公寓,WVA01948,社新里,臺北市士林區社子街22巷67號,"25.086559,121.505691",B02,1095,士林分局,
一般住宅,公寓,WVA01949,社新里,臺北市士林區社子街22巷65弄6號,"25.086901,121.505835",B01,75,士林分局,
一般住宅,公寓,WVA01597,社新里,臺北市士林區延平北路六段273巷4號,"25.089093,121.503253",B01,74,士林分局,
一般住宅,公寓,WVA01826,社新里,臺北市士林區社子街158號,"25.088802,121.504872",B01,162,士林分局,
一般住宅,公寓,WVA01832,社新里,臺北市士林區社子街150巷2號,"25.088706,121.504695",B01,91,士林分局,
一般住宅,公寓,WVA01833,社新里,臺北市士林區社子街146巷7弄6號,"25.088139,121.50476",B01,42,士林分局,
一般住宅,公寓,WVA01834,社新里,臺北市士林區社子街126巷16號,"25.087924,121.504457",B01,96,士林分局,
一般住宅,公寓,WVA01835,社新里,臺北市士林區環河北路三段193號,"25.087516,121.504541",B01,117,士林分局,
一般住宅,公寓,WVA01841,社新里,臺北市士林區環河北路三段225號,"25.088522,121.503545",B01,104,士林分局,
一般住宅,公寓,WVA01842,社新里,臺北市士林區環河北路三段217號,"25.088318,121.503815",B01,465,士林分局,
一般住宅,公寓,WVA01843,社新里,臺北市士林區延平北路六段261巷7號,"25.08865,121.503702",B01,236,士林分局,
一般住宅,公寓,WVA01941,社新里,臺北市士林區社子街128-1號,"25.088104,121.505089",B01,56,士林分局,
一般住宅,公寓,WVA02753,社新里,臺北市士林區環河北路三段213號,"25.088234,121.503873",B01,460,士林分局,
一般住宅,公寓,WVA02755,社新里,臺北市士林區環河北路三段239號,"25.089116,121.503041",B01,391,士林分局,
一般住宅,公寓,WVA02756,社新里,臺北市士林區環河北路三段191號,"25.087451,121.504611",B01,1042,士林分局,
一般住宅,公寓,WVA02829,社新里,臺北市士林區環河北路三段199號,"25.087669,121.504411",B01,189,士林分局,
一般住宅,私人住宅大樓,WVA03186,社新里,臺北市士林區社子街146巷15號,"25.08831,121.504508",B01,49,士林分局,
一般住宅,私人住宅大樓,WVA03200,社新里,臺北市士林區環河北路三段203號,"25.087978,121.504215",B03,561,士林分局,
一般住宅,私人住宅大樓,WVA03285,社新里,臺北市士林區環河北路三段205號,"25.088031,121.504098",B01B02,195,士林分局,
一般住宅,私人住宅大樓,WVA01974,芝山里,臺北市士林區芝玉路一段196號,"25.107813,121.533539",B03,2806,士林分局,
一般住宅,公寓,WVA01976,芝山里,臺北市士林區芝玉路一段210號,"25.108425,121.533513",B01,413,士林分局,
一般住宅,公寓,WVA01977,芝山里,臺北市士林區芝玉路一段212號,"25.108685,121.5336",B01,452,士林分局,
一般住宅,私人住宅大樓,WVA00013,芝山里,臺北市士林區士東路268號,"25.113133,121.536634",B02,981,士林分局,
一般住宅,公寓,WVA02049,芝山里,臺北市士林區德行東路266巷17號,"25.109299,121.535217",B01,3238,士林分局,
一般住宅,私人住宅大樓,WVA02703,芝山里,臺北市士林區德行東路252號,"25.109902,121.53458",B01,268,士林分局,
一般住宅,私人住宅大樓,WVA02704,芝山里,臺北市士林區德行東路276號,"25.109876,121.535476",B01,565,士林分局,
一般住宅,公寓,WVA02733,芝山里,臺北市士林區德行東路266巷5號,"25.109558,121.535375",B01,232,士林分局,
一般住宅,公寓,WVA02736,芝山里,臺北市士林區德行東路284巷1號,"25.109703,121.536081",B01,607,士林分局,
一般住宅,私人住宅大樓,WVA03106,芝山里,臺北市士林區芝玉路一段226號,"25.10904,121.534285",B03,2785,士林分局,
一般住宅,私人住宅大樓,WVA03061,芝山里,臺北市士林區德行東路262號,"25.109718,121.534599",B01,681,士林分局,
一般住宅,私人住宅大樓,WVA02947,芝山里,臺北市士林區士東路286巷22號,"25.111815,121.53736",B01,631,士林分局,
一般住宅,公寓,WVA00028,芝山里,臺北市士林區士東路266巷5弄9號,"25.112483,121.537149",B01,491,士林分局,
一般住宅,公寓,WVA02014,芝山里,臺北市士林區士東路266巷3弄1號,"25.112795,121.536683",B01,2327,士林分局,
一般住宅,公寓,WVA02015,芝山里,臺北市士林區士東路266巷5弄2號,"25.112348,121.536756",B01,2472,士林分局,
一般住宅,公寓,WVA02016,芝山里,臺北市士林區士東路266巷6弄1號,"25.112335,121.536466",B01,2028,士林分局,
一般住宅,私人住宅大樓,WVA02872,芝山里,臺北市士林區士東路286巷26-28號,"25.111681,121.537378",B01,300,士林分局,
一般住宅,公寓,WVA00027,芝山里,臺北市士林區士東路266巷20弄2號,"25.11134,121.536519",B01,1545,士林分局,
一般住宅,私人住宅大樓,WVA03116,芝山里,臺北市士林區士東路266巷15弄1號,"25.111533,121.536872",B01,1479,士林分局,
一般住宅,公寓,WVA02051,芝山里,臺北市士林區德行東路334號,"25.110244,121.537657",B01,1177,士林分局,
一般住宅,公寓,WVA02742,芝山里,臺北市士林區德行東路338巷1號,"25.110223,121.538157",B01,609,士林分局,
一般住宅,公寓,WVA02743,芝山里,臺北市士林區德行東路338巷18號,"25.107638,121.540617",B01,178,士林分局,
一般住宅,公寓,WVA02744,芝山里,臺北市士林區德行東路358巷17弄4號,"25.109848,121.539587",B01,736,士林分局,
一般住宅,公寓,WVA02745,芝山里,臺北市士林區德行東路358巷18弄3號,"25.10965,121.539316",B01,711,士林分局,
一般住宅,公寓,WVA02746,芝山里,臺北市士林區德行東路358巷5弄2號,"25.110258,121.539125",B01,967,士林分局,
一般住宅,公寓,WVA02747,芝山里,臺北市士林區德行東路358巷8弄1號,"25.110074,121.539057",B01,618,士林分局,
一般住宅,公寓,WVA03140,芝山里,臺北市士林區德行東路338巷32-1號,"25.111384,121.546353",B01,103,士林分局,
一般住宅,公寓,WVA03206,芝山里,臺北市士林區仰德大道三段5巷23號,"25.115902,121.54908",B01,85,士林分局,
一般住宅,私人住宅大樓,WVA03113,芝山里,臺北市士林區德行東路283巷33號,"25.112037,121.535743",B01,148,士林分局,
一般住宅,公寓,WVA02004,芝山里,臺北市士林區芝玉路二段20巷91號,"25.11119,121.534977",B01,122,士林分局,
一般住宅,公寓,WVA02005,芝山里,臺北市士林區芝玉路二段20巷95號,"25.111194,121.535227",B01,1281,士林分局,
一般住宅,公寓,WVA02007,芝山里,臺北市士林區芝玉路二段52巷1號,"25.11175,121.53502",B01,355,士林分局,
一般住宅,公寓,WVA02008,芝山里,臺北市士林區芝玉路二段61巷1號,"25.111844,121.534811",B01,232,士林分局,
一般住宅,私人住宅大樓,WVA02017,芝山里,臺北市士林區士東路266巷6弄2號,"25.112538,121.53648",B01,3353,士林分局,
一般住宅,私人住宅大樓,WVA02840,芝山里,臺北市士林區芝玉路二段52巷11號,"25.111957,121.535597",B01,406,士林分局,
一般住宅,私人住宅大樓,WVA02898,芝山里,臺北市士林區芝玉路二段84巷2號,"25.112196,121.535201",B03,747,士林分局,
一般住宅,私人住宅大樓,WVA02949,芝山里,臺北市士林區芝玉路二段52巷16號,"25.111675,121.535664",B02,898,士林分局,
一般住宅,私人住宅大樓,WVA03102,芝山里,臺北市士林區士東路276號,"25.113247,121.537184",B01,165,士林分局,
一般住宅,私人住宅大樓,WVA03316,芝山里,臺北市士林區芝玉路二段86號,"25.112378,121.535246",B01,165,士林分局,
一般住宅,私人住宅大樓,WVA03322,芝山里,臺北市士林區德行東路338巷2號,"25.110199,121.537897",B01,52,士林分局,
一般住宅,私人住宅大樓,WVA03356,芝山里,臺北市士林區德行東路258號,"25.109513,121.534367",B01,530,士林分局,
一般住宅,私人住宅大樓,WVA01689,前港里,臺北市士林區承德路四段178號,"25.086739,121.522568",B01,229,士林分局,
一般住宅,私人住宅大樓,WVA01690,前港里,臺北市士林區承德路四段182號,"25.086884,121.522482",B01,227,士林分局,
一般住宅,私人住宅大樓,WVA01691,前港里,臺北市士林區承德路四段186號,"25.08705,121.522384",B01,229,士林分局,
一般住宅,私人住宅大樓,WVA01692,前港里,臺北市士林區承德路四段188號,"25.087133,121.522335",B01,455,士林分局,
一般住宅,私人住宅大樓,WVA01693,前港里,臺北市士林區承德路四段190號,"25.087199,121.522295",B01,232,士林分局,
一般住宅,私人住宅大樓,WVA01694,前港里,臺北市士林區承德路四段196號,"25.087506,121.522071",B01,189,士林分局,
一般住宅,私人住宅大樓,WVA01695,前港里,臺北市士林區承德路四段196號,"25.087506,121.522071",B01,594,士林分局,
一般住宅,私人住宅大樓,WVA01728,前港里,臺北市士林區承德路四段212號,"25.088041,121.521786",B02,320,士林分局,
一般住宅,私人住宅大樓,WVA01729,前港里,臺北市士林區承德路四段220號,"25.088384,121.521541",B02,1448,士林分局,
一般住宅,公寓,WVA02243,前港里,臺北市士林區後港街183號,"25.087921,121.521002",B01,432,士林分局,
一般住宅,私人住宅大樓,WVA02938,前港里,臺北市士林區承德路四段150號,"25.085138,121.523121",B04,1424,士林分局,
一般住宅,私人住宅大樓,WVA02994,前港里,臺北市士林區承德路四段210號,"25.087899,121.521871",B01,83,士林分局,
一般住宅,私人住宅大樓,WVA03092,前港里,臺北市士林區承德路四段166號,"25.085432,121.523082",B04,1506,士林分局,
一般住宅,私人住宅大樓,WVA03144,前港里,臺北市士林區後港街123號,"25.086532,121.521855",B03,1747,士林分局,
一般住宅,私人住宅大樓,WVA03214,前港里,臺北市士林區承德路四段192-1號,"25.087405,121.52211",B01,850,士林分局,
一般住宅,私人住宅大樓,WVA03221,前港里,臺北市士林區承德路四段228號,"25.088584,121.521347",B01,294,士林分局,
一般住宅,私人住宅大樓,WVA03247,前港里,臺北市士林區後港街189號,"25.088047,121.520968",B01,195,士林分局,
一般住宅,公寓,WVA02183,前港里,臺北市士林區前港街34號,"25.084574,121.521699",B01,208,士林分局,
一般住宅,公寓,WVA02229,前港里,臺北市士林區華齡街2巷14弄1號,"25.083151,121.519745",B01,304,士林分局,
一般住宅,公寓,WVA02531,前港里,臺北市士林區華齡街2巷6號,"25.083151,121.519745",B01,618,士林分局,
一般住宅,公寓,WVA02681,前港里,臺北市士林區劍潭路13號,"25.084213,121.523011",B02,317,士林分局,
一般住宅,公寓,WVA03161,前港里,臺北市士林區前港街9號,"25.084949,121.522747",B01,359,士林分局,
一般住宅,私人住宅大樓,WVA02171,前港里,臺北市士林區後港街66號,"25.085529,121.522208",B01,1010,士林分局,
一般住宅,公寓,WVA02172,前港里,臺北市士林區後港街88號,"25.085925,121.521947",B01,402,士林分局,
一般住宅,公寓,WVA02187,前港里,臺北市士林區前港街56巷17號,"25.084779,121.520763",B01,1072,士林分局,
一般住宅,公寓,WVA02188,前港里,臺北市士林區後港街62巷4號,"25.08521,121.522143",B01,435,士林分局,
一般住宅,公寓,WVA02218,前港里,臺北市士林區華齡街2巷27號,"25.083151,121.519745",B01,1060,士林分局,
一般住宅,公寓,WVA02227,前港里,臺北市士林區華齡街2巷29弄14號,"25.083151,121.519745",B01,317,士林分局,
一般住宅,公寓,WVA02228,前港里,臺北市士林區華齡街2巷29弄4號,"25.083151,121.519745",B01,373,士林分局,
一般住宅,公寓,WVA02233,前港里,臺北市士林區華齡街2巷35弄2號,"25.083151,121.519745",B01,1384,士林分局,
一般住宅,私人住宅大樓,WVA02242,前港里,臺北市士林區後港街116號,"25.086338,121.521524",B01,904,士林分局,
一般住宅,私人住宅大樓,WVA02244,前港里,臺北市士林區後港街66號,"25.085529,121.522208",B01,1174,士林分局,
一般住宅,私人住宅大樓,WVA02245,前港里,臺北市士林區後港街96號,"25.086205,121.5218",B02,1205,士林分局,
一般住宅,公寓,WVA02530,前港里,臺北市士林區華齡街2巷31號,"25.083151,121.519745",B02,288,士林分局,
一般住宅,公寓,WVA02533,前港里,臺北市士林區華齡街40巷14號,"25.083983,121.520478",B01,195,士林分局,
一般住宅,公寓,WVA02637,前港里,臺北市士林區前港街10號,"25.084638,121.522828",B01,624,士林分局,
一般住宅,公寓,WVA03054,前港里,臺北市士林區華齡街2巷23號,"25.083151,121.519745",B02,708,士林分局,
一般住宅,公寓,WVA02166,前港里,臺北市士林區大南路251巷10號,"25.088135,121.520146",B01,330,士林分局,
一般住宅,公寓,WVA02523,前港里,臺北市士林區華齡街180號,"25.087261,121.519855",B01,231,士林分局,
一般住宅,公寓,WVA02527,前港里,臺北市士林區華齡街178巷2號,"25.087145,121.519803",B01,532,士林分局,
一般住宅,私人住宅大樓,WVA02818,前港里,臺北市士林區後港街150號,"25.087288,121.520927",B02,1717,士林分局,
一般住宅,私人住宅大樓,WVA02977,前港里,臺北市士林區華齡街172-1號,"25.086867,121.51998",B01,324,士林分局,
一般住宅,私人住宅大樓,WVA03199,前港里,臺北市士林區華齡街184號,"25.08746,121.519785",B01,223,士林分局,
一般住宅,CAAM承德168大樓,WVA03363,前港里,臺北市士林區承德路四段168號,"25.086001,121.522948",B01,2556,士林分局,
一般住宅,大樓(仰士林社區大樓),WVA03370,前港里,臺北市士林區後港街134巷2號,"25.086829,121.521032",B01,1192,士林分局,
一般住宅,公寓,WVA00067,後港里,臺北市士林區士商路52號,"25.090402,121.520132",B01,133,士林分局,
一般住宅,公寓,WVA00068,後港里,臺北市士林區士商路86號,"25.091235,121.519467",B01,310,士林分局,
一般住宅,公寓,WVA00128,後港里,臺北市士林區大南路248號,"25.088664,121.520391",B01,50,士林分局,
一般住宅,私人住宅大樓,WVA01696,後港里,臺北市士林區承德路四段242號,"25.088961,121.520892",B01,113,士林分局,
一般住宅,私人住宅大樓,WVA01697,後港里,臺北市士林區承德路四段255號,"25.08949,121.520791",B01,328,士林分局,
一般住宅,公寓,WVA01722,後港里,臺北市士林區承德路四段277巷2號,"25.089917,121.519846",B01,128,士林分局,
一般住宅,公寓,WVA01723,後港里,臺北市士林區承德路四段277巷46號,"25.090681,121.519648",B01,310,士林分局,
一般住宅,公寓,WVA01724,後港里,臺北市士林區承德路四段277巷6號,"25.090062,121.519771",B01,110,士林分局,
一般住宅,公寓,WVA02178,後港里,臺北市士林區承德路四段277巷58號,"25.091003,121.519375",B01,197,士林分局,
一般住宅,公寓,WVA02181,後港里,臺北市士林區承德路四段277巷80號,"25.091723,121.51889",B01,227,士林分局,
一般住宅,私人住宅大樓,WVA03052,後港里,臺北市士林區承德路四段277巷36號,"25.090356,121.519811",B01,398,士林分局,
一般住宅,私人住宅大樓,WVA03078,後港里,臺北市士林區士商路12號,"25.089852,121.520594",B01,99,士林分局,
一般住宅,公寓,WVA00130,後港里,臺北市士林區大南路284號,"25.088799,121.51938",B01,957,士林分局,
一般住宅,公寓,WVA00132,後港里,臺北市士林區大南路298號,"25.088975,121.519012",B01,101,士林分局,
一般住宅,公寓,WVA00762,後港里,臺北市士林區中正路495號,"25.091777,121.518449",B01,1631,士林分局,
一般住宅,公寓,WVA01725,後港里,臺北市士林區承德路四段277巷73-1號,"25.091328,121.51897",B01,40,士林分局,
一般住宅,公寓,WVA02620,後港里,臺北市士林區福港街29號,"25.090872,121.518347",B01,42,士林分局,
一般住宅,公寓,WVA02622,後港里,臺北市士林區福港街91號,"25.089348,121.518407",B01,307,士林分局,
一般住宅,私人住宅大樓,WVA03028,後港里,臺北市士林區福港街19巷1號,"25.091294,121.518424",B01,405,士林分局,
一般住宅,公寓,WVA00129,後港里,臺北市士林區大南路280號,"25.088774,121.519521",B01,113,士林分局,
一般住宅,公寓,WVA00766,後港里,臺北市士林區中正路511號,"25.091308,121.517459",B01,140,士林分局,
一般住宅,公寓,WVA00767,後港里,臺北市士林區中正路523號,"25.090883,121.517348",B01,320,士林分局,
一般住宅,公寓,WVA01698,後港里,臺北市士林區承德路四段270號,"25.089396,121.519839",B01,305,士林分局,
一般住宅,私人住宅大樓,WVA01699,後港里,臺北市士林區承德路四段280號,"25.089458,121.5196",B01,815,士林分局,
一般住宅,私人住宅大樓,WVA01702,後港里,臺北市士林區承德路四段287號,"25.090153,121.519305",B01,638,士林分局,
一般住宅,公寓,WVA01727,後港里,臺北市士林區承德路四段292巷11弄5號,"25.089151,121.519574",B01,588,士林分局,
一般住宅,公寓,WVA02175,後港里,臺北市士林區承德路四段266巷2號,"25.089129,121.520081",B01,215,士林分局,
一般住宅,私人住宅大樓,WVA03150,後港里,臺北市士林區承德路四段277巷35號,"25.090409,121.519518",B01,438,士林分局,
一般住宅,公寓,WVA00135,後港里,臺北市士林區大南路352號,"25.089185,121.517493",B01,458,士林分局,
一般住宅,公寓,WVA00136,後港里,臺北市士林區大南路360號,"25.089151,121.51727",B01,281,士林分局,
一般住宅,公寓,WVA00138,後港里,臺北市士林區大南路364號,"25.089172,121.517135",B01,271,士林分局,
一般住宅,公寓,WVA00139,後港里,臺北市士林區大南路368號,"25.089192,121.517013",B01,53,士林分局,
一般住宅,公寓,WVA00141,後港里,臺北市士林區大南路416號,"25.090095,121.516288",B01,60,士林分局,
一般住宅,公寓,WVA00142,後港里,臺北市士林區大南路436號,"25.090389,121.516544",B01,191,士林分局,
一般住宅,公寓,WVA00147,後港里,臺北市士林區大南路388巷2號,"25.089642,121.516178",B01,338,士林分局,
一般住宅,公寓,WVA01376,後港里,臺北市士林區承德路五段2號,"25.090881,121.51548",B01,2592,士林分局,
一般住宅,公寓,WVA01377,後港里,臺北市士林區承德路五段20號,"25.091643,121.515463",B01,4694,士林分局,
一般住宅,公寓,WVA01379,後港里,臺北市士林區承德路五段56號,"25.09287,121.514705",B01,53,士林分局,
一般住宅,公寓,WVA01380,後港里,臺北市士林區承德路五段60號,"25.092984,121.514887",B01,588,士林分局,
一般住宅,公寓,WVA01726,後港里,臺北市士林區承德路四段277巷74號,"25.091425,121.519056",B01,166,士林分局,
一般住宅,公寓,WVA02419,後港里,臺北市士林區通河東街二段23號,"25.092724,121.514495",B01,227,士林分局,
一般住宅,公寓,WVA02420,後港里,臺北市士林區通河東街二段25號,"25.092881,121.514357",B01,82,士林分局,
一般住宅,私人住宅大樓,WVA01700,後港里,臺北市士林區承德路四段294號,"25.089583,121.519113",B01,392,士林分局,
一般住宅,私人住宅大樓,WVA01701,後港里,臺北市士林區承德路四段294號,"25.089583,121.519113",B01,1160,士林分局,
一般住宅,私人住宅大樓,WVA01703,後港里,臺北市士林區承德路四段327號,"25.090447,121.517604",B01,315,士林分局,
一般住宅,私人住宅大樓,WVA01704,後港里,臺北市士林區承德路四段309號,"25.090147,121.518175",B01,1308,士林分局,
一般住宅,公寓,WVA01705,後港里,臺北市士林區承德路四段346號,"25.090201,121.517236",B01,194,士林分局,
一般住宅,公寓,WVA01706,後港里,臺北市士林區承德路四段346號,"25.090201,121.517236",B01,431,士林分局,
一般住宅,公寓,WVA01707,後港里,臺北市士林區承德路四段346號,"25.090201,121.517236",B02,645,士林分局,
一般住宅,公寓,WVA01708,後港里,臺北市士林區承德路四段364號,"25.090468,121.516694",B01,80,士林分局,
一般住宅,公寓,WVA02613,後港里,臺北市士林區福港街26號,"25.090838,121.518172",B01,572,士林分局,
一般住宅,私人住宅大樓,WVA03204,後港里,臺北市士林區承德路四段320號,"25.089732,121.518063",B04,723,士林分局,
一般住宅,私人住宅大樓,WVA03311,後港里,臺北市士林區承德路四段250號,"25.089179,121.520382",B01,582,士林分局,
一般住宅,公寓,WVA01494,富光里,臺北市士林區延平北路五段109號,"25.081453,121.510358",B01,553,士林分局,
一般住宅,公寓,WVA01496,富光里,臺北市士林區延平北路五段151號,"25.082418,121.510159",B01,30,士林分局,
一般住宅,公寓,WVA01505,富光里,臺北市士林區延平北路五段71號,"25.080679,121.510582",B01,27,士林分局,
一般住宅,公寓,WVA01539,富光里,臺北市士林區延平北路五段59巷17號,"25.080335,121.510185",B01,56,士林分局,
一般住宅,公寓,WVA01540,富光里,臺北市士林區延平北路五段59巷6號,"25.08047,121.510375",B01,48,士林分局,
一般住宅,公寓,WVA01918,富光里,臺北市士林區葫蘆街11巷1號,"25.079578,121.510251",B01,48,士林分局,
一般住宅,公寓,WVA01919,富光里,臺北市士林區葫蘆街11巷5號,"25.079498,121.51025",B01,34,士林分局,
一般住宅,公寓,WVA01920,富光里,臺北市士林區葫蘆街11巷9號,"25.079407,121.510245",B01,113,士林分局,
一般住宅,公寓,WVA02541,富光里,臺北市士林區葫蘆街28-1號,"25.080141,121.50993",B01,113,士林分局,
一般住宅,公寓,WVA02708,富光里,臺北市士林區葫蘆街40巷27號,"25.081123,121.509519",B01,478,士林分局,
一般住宅,公寓,WVA02803,富光里,臺北市士林區葫蘆街23巷10號,"25.079239,121.510028",B01,91,士林分局,
一般住宅,公寓,WVA03276,富光里,臺北市士林區延平北路五段69號,"25.080646,121.510594",B01,268,士林分局,
一般住宅,公寓,WVA01541,富光里,臺北市士林區延平北路五段83巷12-1號,"25.081136,121.510187",B01,18,士林分局,
一般住宅,公寓,WVA01915,富光里,臺北市士林區葫蘆街56號,"25.080414,121.509016",B01,417,士林分局,
一般住宅,公寓,WVA01921,富光里,臺北市士林區葫蘆街30巷54號,"25.081619,121.510025",B01,26,士林分局,
一般住宅,公寓,WVA01922,富光里,臺北市士林區葫蘆街30巷14號,"25.080385,121.509933",B01,36,士林分局,
一般住宅,公寓,WVA02542,富光里,臺北市士林區葫蘆街33號,"25.079975,121.509722",B01,265,士林分局,
一般住宅,公寓,WVA02544,富光里,臺北市士林區葫蘆街29巷24號,"25.079284,121.509888",B01,43,士林分局,
一般住宅,公寓,WVA02545,富光里,臺北市士林區葫蘆街29巷30號,"25.079131,121.509889",B01,105,士林分局,
一般住宅,公寓,WVA02546,富光里,臺北市士林區葫蘆街30巷37號,"25.081792,121.509908",B01,75,士林分局,
一般住宅,公寓,WVA02547,富光里,臺北市士林區葫蘆街30巷35弄14號,"25.081782,121.509514",B01,30,士林分局,
一般住宅,公寓,WVA01513,富光里,臺北市士林區延平北路五段147巷2號,"25.082336,121.509843",B01,46,士林分局,
一般住宅,公寓,WVA01912,富光里,臺北市士林區葫蘆街41號,"25.08001,121.509418",B01,61,士林分局,
一般住宅,公寓,WVA01913,富光里,臺北市士林區葫蘆街42號,"25.080203,121.509459",B01,37,士林分局,
一般住宅,公寓,WVA01914,富光里,臺北市士林區葫蘆街48-2號,"25.080264,121.509213",B01,178,士林分局,
一般住宅,公寓,WVA01916,富光里,臺北市士林區葫蘆街57號,"25.080162,121.508962",B01,65,士林分局,
一般住宅,公寓,WVA01917,富光里,臺北市士林區葫蘆街63號,"25.080172,121.508852",B01,130,士林分局,
一般住宅,公寓,WVA01924,富光里,臺北市士林區葫蘆街70巷8號,"25.081185,121.508832",B01,102,士林分局,
一般住宅,公寓,WVA01926,富光里,臺北市士林區葫蘆街47巷2號,"25.079882,121.509182",B01,263,士林分局,
一般住宅,公寓,WVA01927,富光里,臺北市士林區葫蘆街47巷7號,"25.079594,121.509283",B01,95,士林分局,
一般住宅,公寓,WVA01928,富光里,臺北市士林區葫蘆街61巷2號,"25.079982,121.508759",B01,142,士林分局,
一般住宅,公寓,WVA01929,富光里,臺北市士林區葫蘆街61巷3號,"25.079877,121.508883",B01,164,士林分局,
一般住宅,公寓,WVA02543,富光里,臺北市士林區葫蘆街71號,"25.080445,121.508702",B01,545,士林分局,
一般住宅,公寓,WVA02549,富光里,臺北市士林區葫蘆街40巷1號,"25.080355,121.50942",B01,231,士林分局,
一般住宅,公寓,WVA02550,富光里,臺北市士林區葫蘆街61巷7號,"25.079768,121.508852",B01,276,士林分局,
一般住宅,公寓,WVA01514,富光里,臺北市士林區延平北路五段163巷35弄18號,"25.082118,121.508849",B01,148,士林分局,
一般住宅,公寓,WVA01542,富光里,臺北市士林區延平北路五段83巷28弄17號,"25.081647,121.509003",B01,271,士林分局,
一般住宅,公寓,WVA01923,富光里,臺北市士林區延平北路五段83巷28弄1號,"25.081285,121.509512",B01,366,士林分局,
一般住宅,公寓,WVA01925,富光里,臺北市士林區葫蘆街72號,"25.081413,121.508494",B01,183,士林分局,
一般住宅,公寓,WVA01933,富光里,臺北市士林區延平北路五段163巷37號,"25.082621,121.508763",B01,238,士林分局,
一般住宅,公寓,WVA01936,富光里,臺北市士林區延平北路五段163巷43號,"25.082621,121.508582",B01,82,士林分局,
一般住宅,公寓,WVA01937,富光里,臺北市士林區延平北路五段83巷28弄29號,"25.082018,121.509109",B01,17,士林分局,
一般住宅,公寓,WVA01938,富光里,臺北市士林區延平北路五段163巷35弄29號,"25.082032,121.508671",B01,40,士林分局,
一般住宅,公寓,WVA01939,富光里,臺北市士林區葫蘆街104巷10弄4號,"25.082189,121.508443",B01,290,士林分局,
一般住宅,公寓,WVA02539,富光里,臺北市士林區葫蘆街108號,"25.082536,121.508114",B01,682,士林分局,
一般住宅,公寓,WVA02548,富光里,臺北市士林區葫蘆街30巷41弄16號,"25.082068,121.509488",B01,462,士林分局,
一般住宅,公寓,WVA02551,富光里,臺北市士林區葫蘆街70巷7號,"25.08136,121.508776",B01,194,士林分局,
一般住宅,公寓,WVA00003,富洲里,臺北市士林區延平北路九段217號,"25.107928,121.47111",B01,68,士林分局,
一般住宅,私人住宅大樓,WVA03210,菁山里,臺北市士林區菁山路131巷18號之1,"25.143103,121.568715",B01,181,士林分局,
一般住宅,私人住宅大樓,WVA00836,陽明里,臺北市士林區中庸一路11-2號,"25.135321,121.549532",B01,1905,士林分局,
一般住宅,私人住宅大樓,WVA00837,陽明里,臺北市士林區中庸一路11-2號,"25.135321,121.549532",B02,3474,士林分局,
一般住宅,私人住宅大樓,WVA00838,陽明里,臺北士林區中庸一路7號,"25.134944,121.548661",B01,193,士林分局,
一般住宅,私人住宅大樓,WVA00839,陽明里,臺北市士林區中庸一路9號,"25.134746,121.548856",B01,471,士林分局,
一般住宅,私人住宅大樓,WVA00840,陽明里,臺北市士林區中庸一路14巷11號,"25.133454,121.548509",B01,35,士林分局,
一般住宅,私人住宅大樓,WVA00841,陽明里,臺北市士林區中庸一路3巷1號,"25.1353,121.548587",B01,105,士林分局,
一般住宅,公寓,WVA00845,陽明里,臺北市士林區中華路10號,"25.133666,121.544629",B01,50,士林分局,
一般住宅,公寓,WVA00846,陽明里,臺北市士林區中華路2號,"25.13374,121.545008",B01,41,士林分局,
一般住宅,公寓,WVA00847,陽明里,臺北市士林區中華路8號,"25.133689,121.544751",B01,53,士林分局,
一般住宅,公寓,WVA00850,陽明里,臺北市士林區仁民路3號,"25.134052,121.54495",B01,35,士林分局,
一般住宅,公寓,WVA00851,陽明里,臺北市士林區仁民路4號,"25.134201,121.544726",B01,85,士林分局,
一般住宅,公寓,WVA00852,陽明里,臺北市士林區仁民路5號,"25.134022,121.5448",B01,48,士林分局,
一般住宅,公寓,WVA00853,陽明里,臺北市士林區仁民路8號,"25.134122,121.5443",B01,57,士林分局,
一般住宅,公寓,WVA01363,陽明里,臺北市士林區仰德大道四段160巷3號,"25.134339,121.546154",B01,37,士林分局,
一般住宅,公寓,WVA01364,陽明里,臺北市士林區仰德大道四段160巷6號,"25.134146,121.546328",B01,197,士林分局,
一般住宅,公寓,WVA01365,陽明里,臺北市士林區仰德大道四段160巷7號,"25.134338,121.546439",B01,37,士林分局,
一般住宅,公寓,WVA01366,陽明里,臺北市士林區仰德大道四段160巷8號,"25.134146,121.546453",B01,273,士林分局,
